nout,lttb_n,lttb_ssim,ilts_n,ilts_ssim,minmaxlttb_n,minmaxlttb_ssim,minmax_n,minmax_ssim,m4_n,m4_ssim,om3_n,om3_ssim
320,320,0.7144214601056981,320,0.7347019347563857,320,0.6527615274381012,320,0.6857825488012134,320,0.647352636359229,16777216,0.7215451193718142
480,480,0.7530437897828115,480,0.7722079892808277,480,0.6887904285614939,480,0.7217142559229215,480,0.6604590959379338,16777216,0.7478121791248948
740,740,0.804117747824948,740,0.8220705866545048,740,0.7423907991980601,740,0.7738915549896842,740,0.7043769333847077,16777216,0.7957269838825298
1200,1200,0.8591246005138217,1200,0.8766897030895366,1200,0.828901280751864,1200,0.842774582792042,1200,0.7608303789853442,16777216,0.8683517475898402
2000,2000,0.9207533326018043,2000,0.9288163052305742,2000,0.9020370917905803,2000,0.9080030362644079,2000,0.8585677343056001,16777216,0.9083693132726424
3500,3500,0.9662341427359987,3500,0.9726354069112622,3499,0.9564158550089207,3500,0.9525356232305591,3500,0.9062281688845613,16777216,0.9502570055885264
6000,6000,0.9830309781935773,6000,0.9864944047831938,5999,0.9755305951305354,6000,0.9758151472071823,6000,0.9659851789666802,16777216,0.9715000642901064
10000,10000,0.9894459241692709,10000,0.990447928432525,9997,0.9852474951312087,10000,0.9854938274320251,10000,1.0,16777216,0.9762518512826133
15000,15000,0.9928861031754073,15000,0.9937558848507799,14996,0.9908055714850663,15000,0.9939574246413898,15000,0.9922881399896761,16777216,0.98650785380496
